thermal_sensation_90;thermal_sensation_180;thermal_sensation_270;timestamp_90;timestamp_180;timestamp_270
76,14024;76,19876;88,93539;12.02.2025 22:50:22;12.02.2025 22:51:55;12.02.2025 22:53:19
