thermal_sensation_90;thermal_sensation_180;thermal_sensation_270;timestamp_90;timestamp_180;timestamp_270
17,36395;30,87098;0;12.02.2025 23:07:06;12.02.2025 23:08:31;12.02.2025 23:09:58
