thermal_sensation_90;thermal_sensation_180;thermal_sensation_270;timestamp_90;timestamp_180;timestamp_270
29,42732;30,79788;23,76367;12.02.2025 22:58:22;12.02.2025 22:59:52;12.02.2025 23:01:23
