thermal_sensation_90;thermal_sensation_180;thermal_sensation_270;timestamp_90;timestamp_180;timestamp_270
75,67503;76,29767;77,68364;17.01.2025 21:13:51;17.01.2025 21:14:24;17.01.2025 21:14:57
