thermal_sensation_90;thermal_sensation_180;thermal_sensation_270;timestamp_90;timestamp_180;timestamp_270
17,09258;36,12818;64,70564;11.12.2024 21:28:07;11.12.2024 21:29:41;11.12.2024 21:31:07
