thermal_sensation_90;thermal_sensation_180;thermal_sensation_270;timestamp_90;timestamp_180;timestamp_270
62,35113;64,22691;75,67373;12.02.2025 22:41:24;12.02.2025 22:42:42;12.02.2025 22:44:11
